SMOTE,CTGAN,TVAE,mean,std
0.5,0.5,0.0,0.7377,0.0051
0.5,0.4,0.0,0.7402,0.0039
0.5,0.5,0.5,0.7414,0.0053
0.5,0.1,0.0,0.7425,0.0061
0.5,0.3,0.5,0.7428,0.0034
0.5,0.3,0.0,0.743,0.0037
0.5,0.0,0.3,0.7435,0.0045
0.5,0.1,0.3,0.7436,0.0035
0.5,0.5,0.4,0.7437,0.0062
0.5,0.4,0.1,0.744,0.004
0.5,0.3,0.3,0.7443,0.0056
0.5,0.4,0.5,0.7444,0.0037
0.5,0.0,0.4,0.7448,0.0052
0.5,0.2,0.0,0.7449,0.0035
0.5,0.2,0.3,0.7449,0.004
0.5,0.2,0.5,0.745,0.0079
0.5,0.4,0.3,0.7453,0.0049
0.5,0.0,0.2,0.7454,0.0031
0.5,0.2,0.4,0.7455,0.0044
0.5,0.2,0.1,0.7455,0.005
0.5,0.3,0.1,0.7457,0.0044
0.5,0.3,0.4,0.746,0.0028
0.5,0.1,0.2,0.746,0.0037
0.5,0.0,0.5,0.7462,0.0045
0.5,0.2,0.2,0.7463,0.0056
0.5,0.5,0.2,0.7464,0.0063
0.5,0.1,0.4,0.7466,0.0042
0.5,0.1,0.5,0.747,0.0034
0.5,0.4,0.4,0.7474,0.0042
0.5,0.3,0.2,0.7475,0.0042
0.5,0.4,0.2,0.7475,0.0096
0.5,0.5,0.1,0.7476,0.0039
0.5,0.1,0.1,0.7477,0.0046
0.5,0.5,0.3,0.7478,0.003
0.5,0.0,0.1,0.7495,0.0045
0.5,0.0,0.0,0.7558,0.0057
0.4,0.5,0.0,0.7666,0.0063
0.4,0.4,0.0,0.7675,0.0087
0.4,0.5,0.5,0.7685,0.0089
0.4,0.2,0.5,0.7688,0.0076
0.4,0.1,0.4,0.7688,0.0061
0.4,0.0,0.4,0.7691,0.0056
0.4,0.0,0.5,0.7693,0.0064
0.4,0.3,0.0,0.7696,0.0066
0.4,0.2,0.0,0.7698,0.007
0.4,0.0,0.2,0.7699,0.006
0.4,0.3,0.4,0.77,0.0074
0.4,0.1,0.0,0.7703,0.0082
0.4,0.4,0.2,0.7704,0.009
0.4,0.5,0.4,0.7705,0.0042
0.4,0.2,0.3,0.7705,0.0082
0.4,0.4,0.5,0.7706,0.0079
0.4,0.4,0.3,0.7706,0.0071
0.4,0.2,0.2,0.7712,0.005
0.4,0.1,0.3,0.7714,0.0067
0.4,0.1,0.5,0.7715,0.0075
0.4,0.3,0.5,0.7718,0.0082
0.4,0.4,0.4,0.7719,0.0084
0.4,0.2,0.4,0.7721,0.007
0.4,0.1,0.1,0.7724,0.0088
0.4,0.0,0.1,0.7725,0.0063
0.4,0.0,0.3,0.7725,0.0072
0.4,0.3,0.2,0.7726,0.0085
0.4,0.3,0.1,0.7727,0.0096
0.4,0.2,0.1,0.7728,0.0093
0.4,0.3,0.3,0.773,0.0067
0.4,0.5,0.3,0.773,0.0063
0.4,0.5,0.2,0.7733,0.0057
0.4,0.1,0.2,0.7736,0.0065
0.4,0.5,0.1,0.7743,0.0077
0.4,0.4,0.1,0.7756,0.0062
0.4,0.0,0.0,0.7826,0.0107
0.3,0.5,0.5,0.7992,0.0092
0.3,0.2,0.5,0.7998,0.0055
0.3,0.5,0.4,0.7998,0.0082
0.3,0.0,0.3,0.8003,0.0079
0.3,0.0,0.5,0.8005,0.0074
0.3,0.3,0.4,0.8013,0.0051
0.3,0.1,0.5,0.8013,0.0068
0.3,0.4,0.3,0.8013,0.0066
0.3,0.3,0.5,0.8014,0.0036
0.3,0.0,0.2,0.8014,0.0059
0.3,0.2,0.3,0.8021,0.007
0.3,0.1,0.2,0.8022,0.0087
0.3,0.4,0.2,0.8022,0.0081
0.3,0.2,0.4,0.8025,0.0073
0.3,0.1,0.4,0.8027,0.0075
0.3,0.4,0.4,0.803,0.0059
0.3,0.4,0.0,0.803,0.0087
0.3,0.0,0.4,0.8035,0.0067
0.3,0.4,0.5,0.8037,0.0076
0.3,0.5,0.0,0.8041,0.01
0.3,0.5,0.2,0.8041,0.009
0.3,0.3,0.0,0.8042,0.0097
0.3,0.5,0.3,0.8045,0.0066
0.3,0.1,0.3,0.8046,0.0051
0.3,0.2,0.2,0.8049,0.0071
0.3,0.3,0.2,0.8051,0.0088
0.3,0.2,0.0,0.8054,0.0077
0.3,0.1,0.1,0.8056,0.0077
0.3,0.0,0.1,0.8056,0.0091
0.3,0.3,0.3,0.8056,0.0079
0.3,0.1,0.0,0.806,0.01
0.3,0.5,0.1,0.8061,0.0084
0.3,0.3,0.1,0.8066,0.0086
0.3,0.2,0.1,0.8067,0.0072
0.3,0.4,0.1,0.8075,0.0084
0.3,0.0,0.0,0.8159,0.0079
