SMOTE,CTGAN,TVAE,mean,std
0.5,0.3,0.5,0.6766,0.0198
0.5,0.0,0.2,0.6782,0.0212
0.5,0.2,0.4,0.6785,0.017
0.5,0.4,0.5,0.6809,0.0136
0.5,0.4,0.3,0.681,0.0114
0.5,0.5,0.2,0.6811,0.0088
0.5,0.1,0.3,0.6811,0.0117
0.5,0.0,0.3,0.6812,0.0179
0.5,0.2,0.1,0.6821,0.0128
0.5,0.1,0.5,0.6821,0.0146
0.5,0.2,0.5,0.6827,0.0209
0.5,0.3,0.1,0.6832,0.0096
0.5,0.4,0.4,0.6836,0.011
0.5,0.0,0.5,0.6838,0.013
0.5,0.5,0.4,0.6846,0.0119
0.5,0.3,0.4,0.6853,0.006
0.5,0.5,0.3,0.6854,0.0157
0.5,0.1,0.1,0.6859,0.0068
0.5,0.5,0.0,0.6868,0.0096
0.5,0.1,0.0,0.6874,0.016
0.5,0.3,0.2,0.6879,0.02
0.4,0.4,0.0,0.6879,0.0165
0.5,0.3,0.0,0.6879,0.0088
0.5,0.2,0.3,0.6883,0.0137
0.5,0.4,0.1,0.6888,0.0117
0.5,0.0,0.4,0.689,0.0173
0.5,0.5,0.5,0.6891,0.0129
0.5,0.4,0.0,0.6907,0.012
0.5,0.1,0.2,0.6908,0.0115
0.5,0.2,0.0,0.6916,0.0209
0.4,0.3,0.5,0.6931,0.0177
0.4,0.2,0.2,0.6938,0.0098
0.4,0.2,0.1,0.6941,0.0272
0.5,0.4,0.2,0.6946,0.0065
0.5,0.3,0.3,0.6959,0.0061
0.5,0.5,0.1,0.6969,0.0068
0.5,0.2,0.2,0.6975,0.0116
0.5,0.0,0.1,0.6981,0.0081
0.5,0.1,0.4,0.6985,0.0101
0.4,0.4,0.3,0.6991,0.016
0.4,0.0,0.2,0.6996,0.0144
0.4,0.0,0.3,0.6999,0.0145
0.4,0.3,0.2,0.7006,0.0169
0.4,0.5,0.5,0.7025,0.0113
0.4,0.5,0.2,0.703,0.0179
0.4,0.0,0.5,0.7052,0.0211
0.4,0.3,0.4,0.7053,0.0092
0.4,0.4,0.5,0.7057,0.0071
0.4,0.4,0.2,0.7067,0.011
0.4,0.1,0.0,0.7069,0.0223
0.4,0.2,0.0,0.708,0.0095
0.4,0.3,0.3,0.7084,0.0081
0.4,0.3,0.1,0.7086,0.0097
0.4,0.1,0.1,0.7087,0.0161
0.4,0.4,0.1,0.709,0.0166
0.4,0.2,0.4,0.7094,0.0109
0.4,0.2,0.5,0.7095,0.0096
0.4,0.1,0.4,0.7098,0.0135
0.4,0.5,0.4,0.712,0.0054
0.4,0.0,0.4,0.7124,0.0209
0.5,0.0,0.0,0.7134,0.0176
0.4,0.1,0.3,0.7151,0.0064
0.4,0.5,0.3,0.7162,0.0149
0.4,0.5,0.0,0.7163,0.0127
0.4,0.2,0.3,0.7165,0.008
0.4,0.3,0.0,0.7191,0.0087
0.4,0.4,0.4,0.72,0.013
0.4,0.5,0.1,0.7208,0.0155
0.4,0.1,0.2,0.7209,0.0066
0.4,0.1,0.5,0.7221,0.0151
0.4,0.0,0.1,0.7228,0.0117
0.3,0.3,0.4,0.7265,0.0194
0.3,0.5,0.3,0.7271,0.0148
0.3,0.0,0.3,0.7306,0.0151
0.3,0.1,0.2,0.7311,0.018
0.3,0.3,0.5,0.7324,0.0097
0.3,0.2,0.5,0.7343,0.0096
0.4,0.0,0.0,0.7355,0.0074
0.3,0.4,0.5,0.7363,0.0068
0.3,0.0,0.4,0.7371,0.0224
0.3,0.4,0.1,0.738,0.0169
0.3,0.5,0.5,0.7383,0.0109
0.3,0.2,0.2,0.7394,0.0166
0.3,0.3,0.0,0.7401,0.0096
0.3,0.0,0.2,0.7402,0.0163
0.3,0.4,0.3,0.7407,0.0145
0.3,0.1,0.5,0.7411,0.0138
0.3,0.5,0.2,0.7412,0.0142
0.3,0.1,0.1,0.7417,0.0214
0.3,0.1,0.4,0.742,0.0213
0.3,0.0,0.5,0.7423,0.0067
0.3,0.5,0.4,0.743,0.0051
0.3,0.1,0.0,0.7431,0.0137
0.3,0.5,0.0,0.7434,0.0239
0.3,0.4,0.0,0.7453,0.0074
0.3,0.3,0.2,0.7454,0.0096
0.3,0.2,0.1,0.7466,0.0109
0.3,0.1,0.3,0.7467,0.0158
0.3,0.3,0.1,0.7469,0.0122
0.3,0.4,0.4,0.7472,0.0114
0.3,0.3,0.3,0.7477,0.0147
0.3,0.2,0.4,0.7485,0.0143
0.3,0.5,0.1,0.7497,0.0165
0.3,0.2,0.3,0.7506,0.0068
0.2,0.4,0.1,0.7511,0.0174
0.3,0.2,0.0,0.752,0.0084
0.2,0.3,0.5,0.7526,0.0089
0.3,0.0,0.1,0.7535,0.014
0.3,0.0,0.0,0.7544,0.0202
0.2,0.5,0.5,0.7545,0.0115
0.3,0.4,0.2,0.7545,0.0154
0.2,0.4,0.5,0.7565,0.0151
0.2,0.0,0.5,0.7566,0.0125
0.2,0.5,0.0,0.7585,0.017
0.2,0.0,0.2,0.7588,0.0184
0.2,0.5,0.1,0.7602,0.0123
0.2,0.2,0.4,0.7604,0.0188
0.2,0.3,0.2,0.7611,0.0211
0.2,0.1,0.1,0.7616,0.0232
0.2,0.3,0.4,0.7617,0.0202
0.2,0.2,0.1,0.7623,0.0128
0.2,0.4,0.4,0.7624,0.0161
0.2,0.1,0.0,0.763,0.0083
0.2,0.1,0.4,0.7639,0.0196
0.2,0.1,0.5,0.7642,0.0164
0.2,0.1,0.3,0.7645,0.019
0.2,0.5,0.4,0.7648,0.004
0.2,0.5,0.3,0.7654,0.0155
0.2,0.5,0.2,0.7664,0.0133
0.1,0.0,0.2,0.7671,0.0233
