SMOTE,CTGAN,TVAE,mean,std
0.5,0.0,0.5,0.7424,0.0077
0.5,0.4,0.5,0.7429,0.0064
0.5,0.5,0.5,0.743,0.0082
0.5,0.1,0.5,0.7434,0.0056
0.5,0.1,0.4,0.7443,0.0078
0.5,0.0,0.4,0.7446,0.0064
0.5,0.3,0.5,0.7448,0.0082
0.5,0.3,0.4,0.7472,0.0059
0.5,0.4,0.4,0.7479,0.0059
0.5,0.5,0.4,0.7482,0.0066
0.5,0.2,0.4,0.7483,0.0073
0.5,0.2,0.5,0.749,0.0089
0.5,0.3,0.3,0.7503,0.008
0.5,0.1,0.3,0.7504,0.0088
0.5,0.4,0.3,0.7504,0.007
0.5,0.0,0.3,0.7506,0.0093
0.5,0.2,0.3,0.7512,0.0087
0.5,0.5,0.3,0.7517,0.0089
0.5,0.1,0.2,0.754,0.0074
0.5,0.5,0.2,0.7541,0.0099
0.5,0.2,0.2,0.7557,0.0086
0.5,0.0,0.2,0.7561,0.0098
0.5,0.4,0.2,0.7565,0.0098
0.5,0.3,0.2,0.7575,0.0091
0.5,0.5,0.0,0.7582,0.0099
0.5,0.4,0.0,0.7584,0.009
0.5,0.0,0.1,0.7589,0.0099
0.5,0.3,0.0,0.7592,0.0079
0.5,0.1,0.1,0.7597,0.0107
0.5,0.3,0.1,0.7598,0.0096
0.5,0.5,0.1,0.7601,0.0099
0.5,0.4,0.1,0.7609,0.0123
0.5,0.2,0.1,0.761,0.0105
0.5,0.2,0.0,0.7622,0.0112
0.5,0.1,0.0,0.763,0.01
0.4,0.4,0.5,0.7675,0.0106
0.4,0.1,0.5,0.7677,0.0089
0.4,0.3,0.5,0.7686,0.0099
0.4,0.0,0.5,0.7693,0.0076
0.4,0.1,0.4,0.7693,0.0084
0.4,0.5,0.5,0.7703,0.0083
0.4,0.0,0.4,0.7705,0.0089
0.4,0.2,0.5,0.7713,0.0098
0.4,0.5,0.4,0.772,0.0095
0.4,0.3,0.4,0.7724,0.0108
0.4,0.4,0.4,0.7731,0.0094
0.4,0.2,0.4,0.7732,0.009
0.5,0.0,0.0,0.7745,0.0124
0.4,0.3,0.3,0.775,0.0097
0.4,0.1,0.3,0.7754,0.0098
0.4,0.5,0.3,0.7759,0.0099
0.4,0.4,0.3,0.776,0.0088
0.4,0.2,0.3,0.7762,0.0116
0.4,0.0,0.3,0.7773,0.0107
0.4,0.5,0.2,0.7784,0.0112
0.4,0.0,0.2,0.7792,0.0106
0.4,0.4,0.2,0.7797,0.0101
0.4,0.1,0.2,0.7797,0.009
0.4,0.3,0.2,0.782,0.0114
0.4,0.2,0.2,0.782,0.0107
0.4,0.5,0.0,0.7828,0.0114
0.4,0.0,0.1,0.783,0.0123
0.4,0.4,0.0,0.7839,0.0117
0.4,0.5,0.1,0.7839,0.0126
0.4,0.1,0.1,0.7844,0.0123
0.4,0.3,0.1,0.7847,0.0126
0.4,0.3,0.0,0.7855,0.0115
0.4,0.2,0.0,0.7856,0.0123
0.4,0.2,0.1,0.7859,0.0121
0.4,0.4,0.1,0.786,0.0127
0.4,0.1,0.0,0.7877,0.0127
0.3,0.4,0.5,0.7919,0.0107
0.3,0.3,0.5,0.792,0.0091
0.3,0.1,0.5,0.7924,0.0066
0.3,0.0,0.5,0.7929,0.008
0.3,0.5,0.5,0.7933,0.0071
0.3,0.1,0.4,0.7952,0.0065
0.3,0.0,0.4,0.7954,0.0077
0.4,0.0,0.0,0.7957,0.0121
0.3,0.3,0.4,0.7964,0.0097
0.3,0.2,0.5,0.7965,0.0084
0.3,0.5,0.4,0.7973,0.0083
0.3,0.4,0.4,0.7973,0.0087
0.3,0.1,0.3,0.7986,0.01
0.3,0.2,0.4,0.7987,0.0085
