SMOTE,CTGAN,TVAE,mean,std
0.0,0.0,0.5,0.7341,0.0005
0.0,0.0,0.4,0.7352,0.0005
0.0,0.0,0.3,0.7367,0.0003
0.0,0.1,0.2,0.7382,0.0003
0.0,0.0,0.2,0.7384,0.0005
0.0,0.1,0.0,0.7396,0.0006
0.0,0.0,0.1,0.7399,0.0003
0.0,0.1,0.1,0.7399,0.0005
0.0,0.0,0.0,0.7416,0.0002
