SMOTE,CTGAN,TVAE,mean,std
0.5,0.4,0.4,0.583,0.009
0.5,0.2,0.5,0.5836,0.0066
0.5,0.0,0.5,0.5854,0.0078
0.5,0.3,0.5,0.5855,0.0078
0.5,0.1,0.5,0.5859,0.0068
0.5,0.5,0.4,0.5867,0.0079
0.5,0.4,0.5,0.5878,0.007
0.5,0.1,0.4,0.588,0.0067
0.5,0.2,0.4,0.5889,0.0135
0.5,0.3,0.3,0.5894,0.0085
0.5,0.0,0.4,0.5896,0.0078
0.5,0.5,0.5,0.59,0.0047
0.5,0.3,0.4,0.5903,0.0085
0.5,0.2,0.2,0.5906,0.0087
0.5,0.0,0.3,0.5908,0.0089
0.5,0.1,0.3,0.5915,0.0059
0.5,0.5,0.3,0.5917,0.0042
0.5,0.2,0.3,0.5933,0.0049
0.5,0.3,0.2,0.594,0.0109
0.5,0.0,0.2,0.5949,0.004
0.5,0.1,0.2,0.5952,0.0073
0.5,0.4,0.2,0.5958,0.0125
0.4,0.5,0.4,0.5959,0.0108
0.5,0.4,0.3,0.5961,0.0066
0.4,0.4,0.5,0.5964,0.0056
0.5,0.5,0.2,0.5964,0.0081
0.4,0.3,0.5,0.5967,0.0085
0.5,0.2,0.1,0.597,0.0098
0.4,0.1,0.5,0.598,0.0099
0.4,0.2,0.4,0.598,0.0101
0.4,0.2,0.5,0.5982,0.007
0.4,0.4,0.4,0.5984,0.0088
0.4,0.3,0.4,0.5994,0.0077
0.4,0.5,0.3,0.6001,0.0056
0.4,0.0,0.4,0.6015,0.0063
0.5,0.0,0.1,0.6019,0.0065
0.4,0.1,0.4,0.602,0.0036
0.5,0.5,0.1,0.6022,0.0061
0.4,0.0,0.5,0.6024,0.0079
0.5,0.4,0.1,0.6024,0.0075
0.4,0.2,0.3,0.6025,0.0043
0.4,0.1,0.2,0.6029,0.0099
0.4,0.5,0.5,0.603,0.0092
0.5,0.1,0.1,0.6034,0.0116
0.4,0.2,0.2,0.6035,0.0099
0.5,0.3,0.1,0.6036,0.0068
0.4,0.3,0.2,0.604,0.009
0.4,0.0,0.3,0.6049,0.01
0.3,0.2,0.5,0.6051,0.0059
0.4,0.4,0.3,0.6056,0.0083
0.3,0.3,0.5,0.6057,0.011
0.3,0.0,0.5,0.6061,0.0052
0.4,0.0,0.2,0.6064,0.0063
0.4,0.3,0.3,0.6065,0.0077
0.3,0.0,0.4,0.6075,0.008
0.5,0.5,0.0,0.6084,0.006
0.4,0.5,0.2,0.6085,0.0033
0.3,0.1,0.5,0.6093,0.0083
0.3,0.5,0.5,0.6098,0.0093
0.3,0.3,0.4,0.6101,0.0036
0.3,0.2,0.3,0.6104,0.0062
0.4,0.1,0.3,0.6105,0.0049
0.4,0.4,0.2,0.6107,0.0093
0.3,0.2,0.4,0.6114,0.0048
0.3,0.3,0.3,0.6116,0.0051
0.3,0.4,0.5,0.6118,0.0077
0.4,0.0,0.1,0.6119,0.0055
0.3,0.4,0.4,0.612,0.0078
0.3,0.5,0.3,0.612,0.0061
0.3,0.5,0.4,0.6122,0.0079
0.3,0.1,0.4,0.6128,0.0074
0.4,0.2,0.1,0.6136,0.0041
0.5,0.2,0.0,0.6152,0.0131
0.3,0.1,0.3,0.6153,0.0053
0.3,0.2,0.2,0.6157,0.0061
0.3,0.4,0.3,0.6162,0.0076
0.4,0.5,0.1,0.6163,0.0092
0.4,0.4,0.1,0.6165,0.0034
0.3,0.0,0.3,0.6166,0.0117
0.5,0.4,0.0,0.6166,0.0138
0.4,0.3,0.1,0.6173,0.0042
0.4,0.1,0.1,0.6177,0.0085
0.3,0.0,0.2,0.6187,0.0075
0.3,0.3,0.2,0.6194,0.0055
0.3,0.4,0.2,0.6195,0.0074
0.2,0.5,0.4,0.62,0.0044
0.2,0.0,0.5,0.6213,0.009
0.3,0.1,0.2,0.6218,0.0069
0.2,0.2,0.4,0.6223,0.0077
0.2,0.2,0.5,0.6224,0.0051
0.5,0.3,0.0,0.6225,0.0107
0.3,0.0,0.1,0.6232,0.0101
0.2,0.4,0.5,0.6233,0.0028
0.2,0.1,0.4,0.6234,0.0068
0.4,0.5,0.0,0.6234,0.004
0.3,0.5,0.2,0.6235,0.0127
0.5,0.1,0.0,0.624,0.0076
0.3,0.3,0.1,0.624,0.0054
0.2,0.4,0.4,0.6241,0.0043
0.2,0.0,0.4,0.6243,0.0068
0.2,0.3,0.5,0.6249,0.0061
0.3,0.4,0.1,0.6253,0.0081
0.3,0.1,0.1,0.6265,0.0035
0.2,0.3,0.4,0.6266,0.0086
0.5,0.0,0.0,0.6273,0.0111
0.2,0.5,0.5,0.628,0.0071
0.3,0.2,0.1,0.6281,0.0054
0.2,0.1,0.3,0.6284,0.0056
0.2,0.2,0.3,0.6285,0.0061
0.2,0.5,0.3,0.6288,0.0034
0.2,0.4,0.3,0.6302,0.0047
0.2,0.2,0.2,0.6303,0.0022
0.2,0.1,0.5,0.6305,0.0032
0.2,0.3,0.3,0.6309,0.0041
0.2,0.0,0.2,0.631,0.0051
0.2,0.3,0.2,0.6311,0.0052
0.3,0.5,0.1,0.6314,0.007
0.2,0.0,0.3,0.6334,0.0038
0.2,0.5,0.2,0.634,0.0036
0.2,0.1,0.2,0.6346,0.0055
0.1,0.1,0.5,0.6353,0.0073
0.4,0.2,0.0,0.6357,0.01
0.1,0.0,0.5,0.6359,0.0064
0.1,0.2,0.5,0.636,0.008
0.1,0.2,0.4,0.636,0.0059
0.1,0.5,0.5,0.6368,0.0097
0.4,0.0,0.0,0.6369,0.0092
0.4,0.4,0.0,0.6373,0.0065
0.1,0.3,0.5,0.6374,0.0109
0.2,0.4,0.2,0.6374,0.0061
0.4,0.3,0.0,0.6378,0.0102
0.4,0.1,0.0,0.6379,0.0098
0.1,0.4,0.5,0.6387,0.0073
0.3,0.5,0.0,0.6387,0.0075
0.2,0.4,0.1,0.6388,0.0034
0.1,0.4,0.4,0.639,0.0111
0.1,0.3,0.4,0.6393,0.0081
0.1,0.2,0.3,0.6401,0.0072
0.2,0.0,0.1,0.6403,0.004
0.2,0.1,0.1,0.6406,0.0035
