SMOTE,CTGAN,TVAE,mean,std
0.5,0.1,0.5,0.5744,0.0073
0.5,0.2,0.5,0.5761,0.0047
0.5,0.4,0.5,0.5771,0.0068
0.5,0.2,0.4,0.5787,0.0115
0.5,0.4,0.4,0.579,0.0033
0.5,0.5,0.5,0.58,0.0096
0.5,0.0,0.5,0.5801,0.0093
0.5,0.2,0.3,0.5807,0.0051
0.5,0.4,0.2,0.5816,0.0033
0.5,0.5,0.4,0.5816,0.0039
0.5,0.1,0.4,0.5821,0.0066
0.5,0.3,0.5,0.5822,0.0079
0.5,0.3,0.2,0.5827,0.003
0.5,0.2,0.2,0.5837,0.0075
0.5,0.0,0.4,0.5838,0.0088
0.5,0.0,0.3,0.584,0.0084
0.5,0.5,0.3,0.5841,0.0066
0.5,0.0,0.1,0.5843,0.0109
0.5,0.3,0.4,0.5847,0.0053
0.5,0.3,0.3,0.5858,0.0045
0.5,0.0,0.2,0.5861,0.0065
0.5,0.4,0.3,0.5863,0.0023
0.5,0.1,0.2,0.5865,0.0075
0.5,0.5,0.2,0.5872,0.0063
0.5,0.1,0.3,0.5875,0.0065
0.4,0.0,0.5,0.5884,0.0044
0.5,0.1,0.1,0.5895,0.0071
0.4,0.1,0.5,0.5902,0.011
0.5,0.5,0.1,0.5904,0.0027
0.4,0.5,0.5,0.5913,0.0058
0.4,0.5,0.4,0.5916,0.0035
0.4,0.4,0.3,0.5931,0.0077
0.4,0.0,0.4,0.5935,0.0061
0.5,0.4,0.1,0.5941,0.0077
0.4,0.2,0.3,0.5943,0.0048
0.5,0.3,0.1,0.5944,0.0059
0.3,0.0,0.5,0.5945,0.0056
0.4,0.2,0.4,0.5948,0.0067
0.4,0.2,0.5,0.595,0.0077
0.4,0.3,0.5,0.595,0.0057
0.5,0.2,0.1,0.5952,0.0049
0.4,0.4,0.5,0.5954,0.0084
0.4,0.3,0.2,0.5958,0.0083
0.4,0.3,0.4,0.596,0.0083
0.4,0.1,0.3,0.5961,0.0029
