SMOTE,CTGAN,TVAE,mean,std
0.5,0.2,0.5,0.6884,0.0047
0.5,0.3,0.5,0.6899,0.0062
0.5,0.0,0.5,0.6902,0.0049
0.5,0.5,0.5,0.6916,0.0071
0.5,0.1,0.5,0.6918,0.0071
0.5,0.4,0.5,0.6923,0.0068
0.5,0.5,0.4,0.6924,0.008
0.5,0.2,0.4,0.6938,0.006
0.5,0.4,0.4,0.6942,0.0047
0.5,0.0,0.4,0.6959,0.0024
0.5,0.1,0.4,0.6974,0.0059
0.5,0.3,0.4,0.6975,0.0031
0.5,0.4,0.3,0.7009,0.0047
0.5,0.3,0.3,0.7033,0.0049
0.5,0.0,0.3,0.7046,0.0037
0.5,0.1,0.3,0.7053,0.0033
0.5,0.2,0.3,0.7056,0.0056
0.5,0.5,0.3,0.7063,0.0056
0.5,0.2,0.2,0.7102,0.0039
0.5,0.0,0.2,0.7117,0.0046
0.5,0.4,0.2,0.7126,0.0048
0.5,0.1,0.2,0.7141,0.0024
0.5,0.3,0.2,0.7141,0.0051
0.5,0.5,0.2,0.7166,0.0043
0.4,0.2,0.5,0.7177,0.0078
0.4,0.3,0.5,0.7183,0.0087
0.5,0.5,0.0,0.7197,0.0051
0.4,0.4,0.5,0.7197,0.0073
0.5,0.4,0.0,0.7205,0.0034
0.4,0.0,0.4,0.7207,0.0094
0.4,0.5,0.5,0.7208,0.0087
0.4,0.1,0.5,0.7216,0.0072
0.4,0.3,0.4,0.7226,0.0101
0.4,0.0,0.5,0.7226,0.0094
0.4,0.1,0.4,0.7239,0.0058
0.4,0.4,0.4,0.7241,0.0086
0.5,0.3,0.0,0.7242,0.0071
0.4,0.5,0.4,0.7247,0.0096
0.4,0.2,0.4,0.727,0.0108
0.4,0.1,0.3,0.7284,0.0107
0.4,0.5,0.3,0.7286,0.0089
0.4,0.3,0.3,0.7291,0.0088
0.5,0.1,0.1,0.7294,0.0064
0.5,0.2,0.1,0.7294,0.0042
0.5,0.5,0.1,0.7297,0.0092
0.5,0.2,0.0,0.7299,0.0086
0.5,0.3,0.1,0.7302,0.0031
0.4,0.2,0.3,0.7306,0.0066
0.4,0.0,0.3,0.7306,0.0084
0.5,0.0,0.1,0.7308,0.0049
0.5,0.4,0.1,0.7327,0.0036
0.4,0.4,0.3,0.733,0.0087
0.4,0.4,0.2,0.7372,0.0076
0.4,0.2,0.2,0.7372,0.0058
0.5,0.1,0.0,0.738,0.0091
0.4,0.5,0.2,0.7393,0.0088
0.4,0.1,0.2,0.7408,0.0088
0.4,0.0,0.2,0.7416,0.0063
0.4,0.3,0.2,0.7416,0.0083
0.4,0.5,0.0,0.7451,0.008
0.4,0.4,0.0,0.7473,0.0097
0.3,0.2,0.5,0.7509,0.006
0.3,0.1,0.5,0.7513,0.0068
0.4,0.3,0.0,0.7513,0.0102
0.3,0.5,0.5,0.7521,0.0039
0.3,0.4,0.5,0.7529,0.0054
0.4,0.3,0.1,0.7538,0.0071
0.4,0.2,0.1,0.7544,0.0075
0.4,0.0,0.1,0.7547,0.0086
0.3,0.0,0.5,0.7553,0.0071
0.3,0.3,0.5,0.7555,0.0033
0.4,0.5,0.1,0.7556,0.0094
0.5,0.0,0.0,0.7558,0.0057
0.4,0.1,0.1,0.7559,0.0076
0.4,0.4,0.1,0.7574,0.008
0.3,0.5,0.4,0.7584,0.0032
0.3,0.1,0.4,0.7585,0.0065
0.3,0.4,0.4,0.7587,0.008
0.3,0.0,0.4,0.7591,0.006
0.3,0.2,0.4,0.7593,0.0053
0.3,0.3,0.4,0.7602,0.0061
0.3,0.3,0.3,0.7617,0.0062
0.4,0.2,0.0,0.7623,0.0082
0.3,0.0,0.3,0.764,0.0053
0.3,0.1,0.3,0.7649,0.0091
0.3,0.4,0.3,0.7651,0.0064
0.3,0.2,0.3,0.7653,0.0077
0.3,0.5,0.3,0.7659,0.0053
0.4,0.1,0.0,0.7685,0.0073
0.3,0.1,0.2,0.7734,0.0071
0.3,0.3,0.2,0.7736,0.0059
0.3,0.5,0.2,0.7749,0.005
0.3,0.4,0.2,0.7756,0.0078
0.3,0.2,0.2,0.7759,0.0047
0.3,0.0,0.2,0.7761,0.0077
0.2,0.1,0.5,0.7804,0.0069
0.2,0.4,0.5,0.7816,0.0069
0.2,0.3,0.5,0.7824,0.0085
0.4,0.0,0.0,0.7826,0.0107
0.2,0.5,0.4,0.7829,0.0089
0.3,0.5,0.0,0.7829,0.0081
0.2,0.0,0.5,0.7838,0.0072
0.3,0.4,0.0,0.7841,0.0072
0.2,0.4,0.4,0.7842,0.0067
0.2,0.2,0.5,0.7855,0.0098
0.2,0.2,0.4,0.7856,0.0089
0.2,0.5,0.5,0.7858,0.0052
0.2,0.0,0.4,0.7866,0.0083
0.2,0.1,0.4,0.7868,0.0056
0.2,0.3,0.4,0.787,0.0089
0.3,0.3,0.0,0.7883,0.0115
0.3,0.0,0.1,0.7888,0.0069
0.3,0.4,0.1,0.7894,0.0075
